Compound,MW,LogP,HBD,HBA,Aromatic_Ring_Number,TPSA,RotB,QED,Formal_Charge,SA_score,PAINS,BRENK,NIH,Solubility_AqSolDB,hERG,Caco2_Wang,BBB_Martins,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,PAMPA_NCATS,PPBR_AZ,Structural_flag,ADMET_flag
CCOC(=O)c1nnc(S(=O)(=O)NCc2cccc(COC3CCCCC3)c2)s1,439.56,3.04,1,8,2,107.48,9,0.6,0,2.6,False,False,False,-4.2,0.69,-5.07,0.9,110.89,115.74,0.97,101.86,False,True
COc1cc(C)ccc1C(=O)OCc1cccc(OC)c1OC,316.35,3.38,0,5,2,53.99,6,0.76,0,1.87,False,False,False,-4.59,0.56,-4.5,0.97,174.8,152.76,0.99,94.68,False,True
CCCc1ccc(C#CC(=O)OCc2cc(Cl)c3cccc(Br)c3n2)cc1,442.74,5.7,0,3,3,39.19,4,0.38,0,2.6,False,True,True,-6.6,0.23,-4.9,0.59,97.98,103.72,0.87,102.24,True,True
COC(=O)c1cc(CSC(C)c2ccc(F)cc2C)on1,309.36,3.9,0,5,2,52.33,5,0.78,0,2.99,False,False,False,-3.97,0.41,-4.48,0.96,148.36,118.17,0.98,90.63,False,True
CN(Cc1cccc(F)c1)C(=O)Cc1csc2cncn12,303.36,2.74,0,3,3,37.61,4,0.74,0,2.71,False,False,False,-1.99,0.76,-4.56,0.91,78.98,46.99,0.95,62.59,False,True
O=C(CN1CCS(=O)(=O)CC1)OCC(=O)c1cccc2ccccc12,361.42,1.3,0,6,2,80.75,5,0.59,0,2.25,False,False,False,-2.98,0.44,-4.56,0.97,91.37,57.79,0.92,81.51,False,True
Cc1nccc(CCC(=O)NC(c2cnn(C)c2)C(C)(C)C)n1,315.42,2.35,1,4,2,72.7,5,0.92,0,3.14,False,False,False,-1.9,0.18,-5.2,0.67,28.88,24.28,0.9,46.4,False,True
NCC1(CC(=O)NNc2nccnc2C2CCC2)CCS(=O)(=O)CC1,367.48,0.73,3,7,1,127.07,6,0.63,0,3.2,False,True,False,-2.31,0.24,-5.6,0.76,-4.01,2.37,0.58,43.87,True,False
O=C1CCOC(C(=O)OCc2ccn(Cc3ccccc3)n2)C1,314.34,1.72,0,5,2,70.42,5,0.79,0,2.93,False,False,False,-2.14,0.23,-4.62,0.96,69.41,38.22,0.97,69.27,False,True
CSc1cnccc1NC(=O)NC(CCO)c1cncs1,324.43,2.51,3,6,2,87.14,6,0.71,0,3.41,False,False,False,-2.06,0.28,-5.13,0.47,47.06,21.32,0.79,58.46,False,True
Cc1ncncc1C(C)OC(=O)C(C)(C)C(F)c1ccccc1,316.38,4.13,0,4,2,52.08,5,0.78,0,3.51,False,False,False,-3.34,0.54,-4.65,0.89,113.83,90.95,0.98,84.76,False,True
CC(C)c1ccc(C=CC(=O)Nc2cccc(Oc3ccc([N+](=O)[O-])cc3)c2)cc1,402.45,6.16,1,4,3,81.47,7,0.29,0,2.06,False,True,False,-7.23,0.49,-4.83,0.36,113.44,109.85,0.82,107.29,True,True
COc1ncc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)c(C(F)(F)F)n1,385.44,1.9,1,6,1,98.25,6,0.75,0,2.99,False,True,False,-4.06,0.11,-4.56,0.66,44.22,37.8,0.8,94.62,True,True
O=S(=O)(CSCc1ccc(Cl)cc1)c1ccc(OCc2ccccc2)cn1,419.96,4.98,0,5,3,56.26,8,0.52,0,2.36,False,False,False,-5.46,0.7,-4.88,0.8,71.28,68.83,0.88,103.73,False,True
Cc1ccsc1CN(C)C(=S)NC(C)c1ccc(Br)cc1,383.38,4.89,1,2,2,15.27,4,0.76,0,2.81,False,True,False,-5.13,0.78,-4.95,0.89,122.7,117.24,0.93,98.85,True,True
CN(C(=O)NCCNS(=O)(=O)C1CC1)C1(C)CCCC1,303.43,1.04,2,3,0,78.51,6,0.72,0,2.92,False,True,False,-1.93,0.41,-4.67,0.95,50.5,30.43,0.94,45.56,True,True
COc1ccc(C=CC(=O)c2cc(O)ccc2F)c(Cl)c1O,322.72,3.8,2,4,2,66.76,4,0.66,0,2.42,False,True,False,-4.58,0.3,-4.73,0.19,133.12,103.33,0.89,98.73,True,True
O=C(CSCc1ccc(F)cc1)c1ccc2nc(O)oc2c1,317.34,3.79,1,5,3,63.33,5,0.73,0,2.36,False,False,False,-4.16,0.44,-4.65,0.52,99.01,61.86,0.85,98.93,False,True
COc1cscc1CNc1ncnc(I)c1C,361.21,3.07,1,5,2,47.04,4,0.67,0,3.1,False,True,False,-4.14,0.49,-4.78,0.88,81.66,65.58,0.95,94.06,True,True
O=C(COc1nsnc1Br)NCC(=O)Nc1ccccn1,372.2,0.83,2,7,2,106.1,6,0.78,0,2.62,False,False,False,-3.49,0.17,-5.02,0.91,30.65,26.58,0.91,86.98,False,True
CC(C)C1CN(C(=O)c2coc(CNC(=O)C3(C)SCCCS3)c2)C1,382.55,3.21,1,5,1,62.55,5,0.85,0,3.39,False,False,False,-3.75,0.22,-4.87,0.84,58.54,78.08,0.97,78.66,False,True
CC(C)(C)C(=O)NN(Cc1ccccc1)C(=O)CN1CCN(S(C)(=O)=O)CC1,410.54,0.67,1,5,1,90.03,5,0.72,0,2.53,False,True,False,-2.53,0.41,-4.86,0.87,47.05,59.76,0.93,61.62,True,True
Cc1ocnc1CCNc1nncc2cc(Br)ccc12,333.19,3.34,1,5,3,63.84,4,0.79,0,2.93,False,False,False,-4.03,0.63,-4.81,0.92,68.21,47.33,0.97,93.25,False,True
CC(Nc1cnc(N(C)C)nc1)C1COc2ccccc2O1,300.36,2.18,1,6,2,59.51,4,0.93,0,3.34,False,False,False,-4.26,0.85,-4.86,0.86,89.28,69.06,0.98,96.18,False,True
CC(C)(C)N(Cc1ccccc1)C(=O)COC(=O)C1CC(F)(F)CS1(=O)=O,403.45,2.18,0,5,1,80.75,5,0.7,0,3.52,False,False,False,-3.19,0.33,-4.52,0.85,88.81,87.13,0.93,86.45,False,True
Cc1ccc([S+]([O-])C(C)C(=O)NC(C)c2ccc(F)cc2)cc1C,347.46,3.82,1,2,2,52.16,5,0.84,0,3.68,False,True,False,-3.25,0.65,-4.87,0.78,69.71,50.77,0.96,87.42,True,True
CN1CCN(c2cncc(NNC(=O)Nc3nccc(P(C)(C)=O)n3)n2)CC1,405.4,0.42,3,9,2,128.27,5,0.48,0,3.26,False,True,False,-2.89,0.63,-5.71,0.51,-7.7,20.04,0.7,52.32,True,True
CC(C)(C)c1cccc(OCCOC(=O)c2nc3ccc(Cl)nn3n2)c1,374.83,3.31,0,6,3,78.61,5,0.5,0,2.79,False,True,False,-5.45,0.51,-4.94,0.93,127.31,131.3,0.99,103.55,True,True
CC1=C(Br)CCN(C(=O)c2cnnc(-c3ccccc3)c2)C1,358.24,3.66,0,3,2,46.09,2,0.82,0,2.65,False,False,False,-4.5,0.23,-4.63,0.96,89.62,79.71,0.97,94.3,False,True
c1ccc(Sc2ccc(-c3ccc(-c4ccccc4)s3)cn2)cc1,345.49,6.63,0,3,4,12.89,4,0.41,0,2.08,False,False,False,-6.54,0.37,-4.85,0.81,111.14,98.73,0.91,103.91,True,True
CCCC(C(=O)Nc1snnc1-c1ccccc1)S(N)(=O)=O,340.43,1.6,2,6,2,115.04,6,0.83,0,3.13,False,False,False,-3.0,0.22,-5.04,0.79,46.87,35.52,0.86,87.37,False,True
COC(=O)c1cccc(CSCc2nnccc2C)c1C,302.4,3.31,0,5,2,52.08,5,0.79,0,2.56,False,False,False,-3.61,0.44,-4.6,0.94,141.64,111.77,0.98,89.11,False,True
Cc1cc(C#N)cnc1SCc1ccc(Cl)c(Cl)c1,309.22,4.86,0,3,2,36.68,3,0.76,0,2.32,False,False,False,-6.0,0.35,-4.43,0.79,132.51,101.89,0.94,97.37,False,True
COc1ccc(C(NC2CC(c3cccc(F)c3)C2)c2ccc(OC)cc2)cc1,391.49,5.47,1,3,3,30.49,7,0.58,0,2.15,False,False,False,-5.19,0.97,-5.03,0.83,70.75,63.45,0.87,100.58,True,True
CS(=O)(=O)CC1CC(NC(=O)c2cnn(-c3ccccc3)c2)C1,333.41,1.43,1,4,2,81.06,5,0.9,0,2.41,False,False,False,-3.54,0.15,-4.91,0.83,17.76,11.63,0.77,73.78,False,True
Cn1cc(S(=O)(=O)Nc2ccccc2N2CCCCCC2)c([N+](=O)[O-])n1,379.44,2.51,1,6,2,110.37,5,0.63,0,2.49,False,True,False,-4.68,0.8,-4.82,0.9,62.97,64.16,0.97,100.44,True,True
CC1CCC2(CC1)NC(=O)N(NS(=O)(=O)N1CC=CC1)C2=O,328.39,0.11,2,4,0,98.82,3,0.57,0,3.76,False,True,False,-2.72,0.09,-4.79,0.91,34.8,33.8,0.93,66.88,True,True
COC(=O)C(Cc1cccnn1)NC1CCS(=O)(=O)C(C)C1,327.41,0.12,1,7,1,98.25,5,0.77,0,4.01,False,False,False,-0.86,0.07,-5.18,0.84,20.11,-1.0,0.73,23.85,False,True
CC(=NNCc1ccccc1N(C)C)c1ccc2c(c1)COC2,309.41,3.3,1,4,2,36.86,5,0.68,0,2.65,False,True,False,-3.55,0.95,-4.76,0.95,75.98,69.77,0.94,77.36,True,True
Cc1ncnc(NCc2ccc(I)c(Br)c2)c1F,422.04,3.9,1,3,2,37.81,3,0.76,0,2.58,False,True,False,-5.18,0.62,-4.69,0.94,93.27,77.9,0.98,95.55,True,True
C=C(COC(=O)c1cc(-n2cnnc2)ccn1)c1cccc(C)c1,320.35,2.84,0,5,3,69.9,5,0.68,0,2.7,False,False,False,-4.07,0.57,-4.92,0.85,109.69,93.34,0.96,95.6,False,True
CC(C)CNc1ccnc(SCC2(S(C)(=O)=O)CC2)n1,315.46,2.21,1,6,1,71.95,7,0.61,0,3.05,False,False,False,-4.02,0.35,-4.54,0.87,101.46,84.78,0.95,83.41,False,True
CC1(CNc2ncc(Br)nc2Oc2ccccc2)CS(=O)(=O)C1,398.28,2.88,1,6,2,81.18,5,0.83,0,2.96,False,False,False,-4.76,0.36,-4.68,0.88,46.99,35.98,0.94,98.97,False,True
COc1ccc(C(OC(=O)CN2CCN(S(C)(=O)=O)CC2)c2ccc(Cl)cc2)cc1,452.96,2.56,0,6,2,76.15,7,0.6,0,2.64,False,False,False,-4.1,0.86,-4.73,0.93,93.78,81.51,0.96,96.05,False,True
CN1C(=O)CC(CNC(=O)C(=O)NCCCCCC2CC2)C1=O,323.39,0.19,2,4,0,95.58,8,0.38,0,2.95,False,True,True,-3.28,0.08,-4.68,0.94,36.26,37.71,0.89,60.68,True,True
CN(CC(=O)NCc1cccs1)c1ncnc(Cl)c1Cl,331.23,2.6,1,5,2,58.12,5,0.86,0,2.64,False,False,False,-3.9,0.3,-4.73,0.92,114.8,97.56,0.92,88.73,False,True
Cc1cc(NC(=O)Nc2ccc3c(c2)CCN3C(N)=O)c(Br)cc1F,407.24,3.98,3,2,2,87.46,2,0.7,0,2.35,False,False,False,-5.06,0.42,-4.75,0.53,44.42,32.9,0.81,95.1,False,True
CCN(C)c1ccc(C(N)=NOCCc2ccc(OC)cc2OC)cc1,357.45,3.04,1,5,2,69.31,9,0.32,0,2.38,False,True,False,-3.9,0.96,-4.86,0.87,94.51,91.5,0.94,85.33,True,True
COC(=O)CC1(NC(=O)c2nc(C)cc(C(F)(F)F)n2)CCC(F)(F)CC1,395.33,3.04,1,5,1,81.18,4,0.63,0,3.17,False,False,False,-3.41,0.27,-4.59,0.97,18.83,23.15,0.99,81.34,False,True
Cc1nc(CCNc2csnc2Br)cs1,304.24,3.33,1,5,2,37.81,4,0.94,0,3.1,False,False,False,-2.54,0.39,-4.71,0.95,87.16,54.37,0.99,81.76,False,True
CP1(=O)CCN(NC(=O)c2ncsc2Cc2ccccc2)CC1,349.4,2.69,1,5,2,62.3,4,0.86,0,3.34,False,True,False,-2.49,0.24,-4.79,0.84,31.94,15.66,0.89,64.8,True,True
O=C(OCc1ccc(C2CCCCC2)cc1)C1=CCS(=O)(=O)C1,334.44,3.13,0,4,1,60.44,4,0.79,0,2.63,False,False,False,-4.7,0.44,-4.5,0.91,77.62,64.12,0.92,101.31,False,True
CN(C(=S)Nc1ccsc1)c1cc(Br)cc(C#N)c1,352.28,4.22,1,3,2,39.06,2,0.82,0,2.85,False,True,False,-5.48,0.33,-4.63,0.53,103.4,87.58,0.94,95.74,True,True
CS(=O)(=O)c1ccc(CNC(=O)c2ccccc2NCCC2=CCCCC2)nc1,413.54,3.72,2,5,2,88.16,8,0.64,0,2.42,False,True,False,-4.64,0.83,-4.87,0.92,67.42,62.35,0.96,96.15,True,True
Cc1ccc(CC(=O)OCc2cc(-c3cnn(C)c3C)no2)cc1,325.37,2.98,0,5,3,70.15,5,0.67,0,2.35,False,False,False,-4.34,0.56,-4.75,0.96,95.01,88.44,0.99,95.42,False,True
Cc1ccc(=O)[nH]c1CNC(=O)NCC1(CS(N)(=O)=O)CCC1,342.42,-0.06,4,4,1,134.15,6,0.58,0,3.02,False,False,False,-2.05,0.14,-5.73,0.65,28.82,19.18,0.33,44.86,True,True
Nc1cnccc1C(=O)NCc1sncc1Br,313.18,1.81,2,5,2,80.9,3,0.91,0,2.96,False,False,False,-3.02,0.47,-4.82,0.77,54.61,23.37,0.95,77.36,False,True
Cc1ccsc1C=CC(=O)NC(CO)Cc1cncs1,308.43,2.25,2,5,2,62.22,6,0.8,0,3.35,False,True,False,-2.53,0.53,-4.88,0.71,54.69,25.44,0.88,73.87,True,True
CC(C(=O)OC1CCC(S(C)(=O)=O)C1)c1cc2ccccc2s1,352.48,3.51,0,5,2,60.44,4,0.79,0,3.68,False,False,False,-4.08,0.38,-4.24,0.94,66.16,43.82,0.95,93.44,False,True
O=C(NCc1noc(C(F)(F)F)n1)c1ccc(CNC(=O)C2CCCC2)cc1,396.37,2.82,2,5,2,97.12,6,0.78,0,2.31,False,False,False,-3.63,0.34,-5.09,0.92,12.35,24.18,0.95,79.21,False,False
O=C(NS(=O)(=O)N1CCC1)C(c1cccs1)C1CCCCC1,342.49,2.48,1,4,1,66.48,5,0.89,0,3.07,False,False,False,-3.87,0.42,-4.64,0.95,46.06,35.98,0.95,90.8,False,True
NCc1ccc(CNC(=O)c2ccc3nnsc3c2)c(F)c1,316.36,2.22,2,5,3,80.9,4,0.77,0,2.37,False,False,False,-2.23,0.72,-5.16,0.85,23.81,4.91,0.9,59.89,False,True
CCn1cccc1C(=O)C(C#N)C(=O)c1sccc1Br,351.23,3.54,0,4,2,62.86,5,0.61,0,3.46,False,True,False,-4.43,0.25,-4.52,0.79,88.47,78.59,0.95,93.42,True,True
COc1nscc1CN(C)Cc1nc(Br)co1,318.2,2.53,0,6,2,51.39,5,0.85,0,3.49,False,False,False,-2.74,0.46,-4.59,0.97,59.64,52.86,0.99,73.58,False,True
N#Cc1cccc(OCc2ccoc2C(=O)NNC(=S)Nc2ccccc2F)c1,410.43,3.5,3,5,3,99.32,5,0.44,0,2.41,False,True,False,-5.56,0.41,-4.83,0.33,44.41,50.85,0.9,97.89,True,True
CNC(C(=O)NC(C)c1ncc(F)cn1)c1cccc(Cl)c1,322.77,2.41,2,4,2,66.91,5,0.89,0,3.23,False,False,False,-2.13,0.21,-4.98,0.84,22.39,5.39,0.94,60.17,False,True
CS(=O)(=O)n1ccc(NC(=O)Nc2ccc(COC3CCCC3)cc2)n1,378.45,2.79,2,5,2,102.32,6,0.8,0,2.48,False,False,False,-4.68,0.44,-4.99,0.7,35.32,36.91,0.86,94.81,False,True
COc1nsc(C(=O)N2CCN(c3ccccc3OC(F)F)CC2)c1I,495.29,3.32,0,6,2,54.9,5,0.6,0,2.66,False,True,False,-5.22,0.33,-4.55,0.95,85.65,90.85,0.99,98.95,True,True
Cc1ccsc1C(Cc1ccccc1)=NNC1CCS(=O)(=O)CC1,362.52,3.17,1,5,2,58.53,5,0.66,0,2.82,False,True,False,-3.67,0.79,-4.65,0.92,60.52,32.52,0.93,86.99,True,True
CC(C)c1ccc(C(C)NN=Cc2cccc3c2OCCO3)cc1,324.42,4.27,1,4,2,42.85,5,0.66,0,3.0,False,True,False,-5.27,0.83,-4.79,0.9,104.98,88.94,0.95,100.95,True,True
O=C(Nc1cncc2c(Cl)cccc12)n1ncc2ccccc21,322.76,4.32,1,3,4,59.81,1,0.57,0,2.45,False,False,False,-6.03,0.7,-4.93,0.84,100.81,90.41,0.96,102.26,False,True
O=C(Nc1ccc(Br)nc1)NC1(C(F)(F)F)CCS(=O)(=O)CC1,416.22,2.48,2,4,1,88.16,2,0.73,0,3.14,False,True,False,-3.53,0.09,-4.86,0.71,-4.21,-2.89,0.71,78.97,True,False
CN1CCC(=CC(=O)NNc2nc3cc(Br)ccc3s2)CC1,381.3,3.15,2,5,2,57.26,3,0.63,0,2.81,False,True,False,-3.6,0.79,-4.8,0.88,11.81,-1.62,0.88,87.72,True,True
Cc1ccc(NC(=O)C(=O)NC2(P(C)(C)=O)COC2)cc1C,324.32,1.71,2,4,1,84.5,3,0.65,0,2.94,False,True,True,-2.8,0.17,-5.11,0.87,22.08,44.63,0.93,74.56,True,True
Cc1nccnc1CSc1nnc(Cc2cccs2)o1,304.4,3.11,0,7,3,64.7,5,0.67,0,2.73,False,False,False,-3.0,0.19,-4.69,0.94,95.14,61.93,0.98,88.98,False,True
O=C(Cc1ccc(OC(F)(F)F)cc1)NS(=O)(=O)CCSc1ccccc1,419.45,3.37,1,5,2,72.47,8,0.66,0,2.29,False,False,False,-4.81,0.28,-4.7,0.77,14.42,15.44,0.88,100.95,False,True
CCC(C)(NC(=O)CC1(N)CS(=O)(=O)C1)c1nccs1,317.44,0.4,2,6,1,102.15,5,0.82,0,3.92,False,False,False,-1.27,0.05,-5.25,0.66,26.44,7.27,0.53,46.04,False,True
COc1ccccc1CC1CCN(c2ncnc(N(C)CCc3ccccc3C#N)n2)C1,428.54,3.5,0,7,3,78.17,8,0.54,0,3.1,False,False,False,-6.24,0.96,-5.0,0.9,114.11,133.72,0.97,105.15,False,True
CS(=O)(=O)C1CC(OC(=O)c2cc(-c3ccccc3)ns2)C1,337.42,2.54,0,6,2,73.33,4,0.8,0,2.75,False,False,False,-3.63,0.28,-4.43,0.93,83.79,58.95,0.96,92.15,False,True
CN(NC(=O)c1ccc(C(F)(F)F)[nH]1)S(=O)(=O)C1CC1,311.29,1.1,2,3,1,82.27,4,0.82,0,3.27,False,True,False,-2.67,0.07,-5.15,0.78,-20.85,9.32,0.88,66.0,True,False
O=C1CSCC(C(=O)Nc2nccn2-c2ccccc2)N1,302.36,1.04,2,4,2,76.02,3,0.89,0,3.14,False,False,False,-3.21,0.23,-5.04,0.72,28.27,15.91,0.64,75.39,False,True
CCN(C(=O)c1cc(I)ccc1I)c1cncnc1,479.06,3.35,0,3,2,46.09,3,0.64,0,2.74,False,True,False,-4.35,0.35,-4.73,0.79,80.23,59.6,0.89,91.85,True,True
CC(C)(C)OC(=O)N1CC=CC(NC(=O)Nc2nnc(Cc3cccc(Cl)c3)s2)C1,449.96,4.08,2,6,2,96.45,4,0.69,0,3.29,False,True,False,-4.99,0.42,-4.86,0.35,46.48,60.43,0.83,100.0,True,True
COc1[nH]nc(C(=O)NCc2ccnc(F)c2)c1I,376.13,1.49,2,4,2,79.9,4,0.63,0,2.93,False,True,False,-3.47,0.09,-4.79,0.87,50.97,34.98,0.92,82.55,True,True
N#CC1(COC(=O)c2ccnnc2Oc2ccc(F)cc2F)CC1,331.28,3.01,0,6,2,85.1,5,0.78,0,2.87,False,False,False,-4.24,0.23,-4.14,0.96,101.91,82.18,0.98,87.4,False,True
O=C(OCc1nnnn1Cc1ccccc1)C1CCCS(=O)(=O)C1,350.4,0.59,0,7,2,104.04,5,0.73,0,2.88,False,False,False,-2.73,0.19,-5.03,0.96,55.37,38.95,0.95,71.05,False,True
CC(C)(C)c1ccc(C(=O)NS(=O)(=O)c2ccc(-c3ccc(Br)cc3)cc2)cc1,472.4,5.53,1,3,3,63.24,4,0.54,0,1.94,False,False,False,-5.76,0.25,-4.92,0.39,27.51,38.87,0.79,104.9,True,True
S=C(NN=Cc1sc(Oc2ccccc2)nc1Cl)NC1CCC1,366.9,3.94,2,5,2,58.54,5,0.48,0,2.66,False,True,False,-6.0,0.24,-4.68,0.73,71.6,68.3,0.97,102.06,True,True
COc1cscc1CNC(=O)C(F)(F)c1cscc1C(F)(F)F,371.35,4.25,1,4,2,38.33,5,0.8,0,3.31,False,False,False,-4.81,0.63,-4.78,0.92,76.17,84.23,0.97,96.13,False,True
Cc1cc(C(C)OC(=O)c2cc(Cl)c(Br)[nH]2)on1,333.57,3.65,1,4,2,68.12,3,0.87,0,3.53,False,False,False,-3.86,0.18,-4.48,0.95,98.66,79.44,0.99,90.79,False,True
O=C(Nc1nc(CCC2CC2)cs1)NN1CCS(=O)(=O)CC1,344.46,1.25,2,6,1,91.4,5,0.84,0,2.89,False,False,False,-3.64,0.33,-4.78,0.81,49.88,25.54,0.78,86.03,False,True
Cc1nc(CCC(=O)NCCc2ccc(Cl)cc2)cs1,308.83,3.4,1,3,2,41.99,6,0.89,0,1.93,False,False,False,-3.17,0.84,-4.56,0.98,88.08,46.83,0.98,87.08,False,True
COCc1nnc(COC(=O)c2sc(NC(=O)C3CCCC3)cc2C)s1,395.51,3.54,1,8,2,90.41,7,0.72,0,2.65,False,False,False,-4.37,0.2,-4.74,0.83,122.74,108.58,0.97,99.24,False,True
CN(CCNC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)F,328.32,0.67,1,5,2,96.69,5,0.64,0,2.46,False,True,True,-3.88,0.11,-4.69,0.93,34.89,41.46,0.85,84.21,True,True
Cc1cc(Cl)cc(C)c1CNC(=O)NCc1ncc(Cl)cn1,339.23,3.4,2,3,2,66.91,4,0.9,0,2.42,False,False,False,-4.1,0.51,-5.03,0.94,81.03,62.92,0.98,95.89,False,True
O=C(NCc1cc[nH]c(=O)c1)Nc1cnccc1-c1ccc(C(F)(F)F)cc1,388.35,3.78,3,3,3,86.88,4,0.64,0,2.43,False,False,False,-4.9,0.69,-5.06,0.56,31.48,18.88,0.88,96.01,False,True
Cc1nc(CCCNc2nc3cc(Cl)cnc3[nH]2)cs1,307.81,3.42,2,5,3,66.49,5,0.71,0,2.71,False,True,False,-3.37,0.71,-5.18,0.76,44.54,22.23,0.93,89.34,True,True
COc1n[nH]cc1NC(=O)Nc1ccc(Cl)nc1Br,346.57,2.87,3,4,2,91.93,3,0.75,0,3.12,False,True,False,-4.53,0.2,-4.9,0.43,38.81,31.46,0.79,90.98,True,True
Oc1cc(-c2c(F)cc(I)cc2F)c2ccccc2c1,382.15,5.1,1,1,3,20.23,1,0.58,0,2.3,False,True,False,-6.16,0.47,-4.65,0.73,84.79,70.83,0.91,99.71,True,True
CC1=CCC(NC(=O)c2ccc(Sc3ccccc3Cl)nn2)CC1,359.88,4.51,1,4,2,54.88,4,0.82,0,3.06,False,True,False,-5.2,0.35,-4.62,0.86,86.91,68.11,0.97,99.37,True,True
CC(O)c1ccc(C(=O)NC2CCCCC2S(N)(=O)=O)cc1,326.42,1.07,3,4,1,109.49,4,0.77,0,3.28,False,False,False,-1.84,0.11,-5.59,0.54,19.12,9.87,0.41,47.13,False,True
CS(=O)(=O)CCC1CC(OC(=O)COc2ncnc3ccccc23)C1,364.42,1.77,0,7,2,95.45,7,0.69,0,2.57,False,False,False,-3.58,0.17,-4.51,0.95,78.43,58.85,0.89,84.43,False,True
Cc1ccc(NCc2cnc(C(C)(C)C)nc2)c(F)c1Br,352.25,4.6,1,3,2,37.81,3,0.88,0,2.65,False,False,False,-4.97,0.49,-4.7,0.85,120.22,108.91,0.99,96.96,False,True
CC(Oc1cc(NC(=O)CSCC(=O)N2CCOCC2)ncc1Br)C1CCC1,472.41,2.94,1,6,1,80.76,8,0.63,0,3.18,False,False,False,-4.35,0.56,-4.76,0.87,103.67,95.15,0.97,95.68,False,True
O=C(OCCCCCCF)c1ccc2c(c1)S(=O)(=O)N=CN2,328.37,2.52,1,5,1,84.83,7,0.61,0,2.92,False,True,False,-3.81,0.29,-4.77,0.88,31.88,26.47,0.93,93.04,True,True
Cc1cc(C(=O)NNC(=O)c2csc(I)c2)n[nH]1,376.18,1.46,3,4,2,86.88,2,0.55,0,2.83,False,True,False,-4.14,0.03,-5.01,0.56,12.43,-3.21,0.45,90.63,True,True
CC(NCc1c(F)cccc1Br)c1ncc(Br)cn1,389.07,3.99,1,3,2,37.81,4,0.86,0,2.97,False,False,False,-3.06,0.58,-4.59,0.95,63.2,30.59,0.98,82.82,False,True
N#Cc1ccc(Nn2ccnc2SCC(=O)NCC(=O)Nc2ccc(F)c(F)c2)cc1,442.45,2.76,3,6,3,111.84,8,0.46,0,2.57,False,False,False,-4.64,0.74,-4.96,0.46,65.75,55.38,0.85,90.25,False,True
COC1CC(CNc2ccccc2C2CCCCC2)C(OC)O1,319.45,4.13,1,4,1,39.72,6,0.86,0,3.56,False,False,False,-5.0,0.77,-4.7,0.97,106.85,94.49,0.97,98.0,False,True
Cn1oc(C(=O)NCCSCc2cn(CC3CCCC3)nn2)cc1=O,365.46,1.42,1,6,2,94.95,8,0.71,0,3.11,False,True,False,-3.48,0.35,-5.0,0.91,55.69,50.36,0.95,71.25,True,True
COCc1nnc(COn2c(C3CCCCC3)cc(C)cc2=O)o1,333.39,2.36,0,6,2,79.38,6,0.81,0,2.94,False,False,False,-3.55,0.33,-4.65,0.95,75.48,54.84,0.98,88.75,False,True
CC(NC(=O)Nc1cnc(-c2ncccn2)nc1)c1ccccn1,321.34,2.21,2,6,3,105.58,4,0.76,0,2.83,False,False,False,-2.77,0.13,-5.24,0.6,27.81,8.96,0.74,66.35,False,True
CCc1ccc2nccc(Nc3ccccc3CSC)c2c1,308.45,5.4,1,3,3,24.92,5,0.68,0,2.21,False,False,False,-5.42,0.86,-5.0,0.88,123.54,111.93,0.92,99.76,True,True
O=C(NCc1conc1C1CCC1)NC1CSCCSC1,327.48,2.59,2,5,1,67.16,4,0.89,0,3.24,False,False,False,-3.94,0.31,-4.98,0.95,57.12,49.33,0.97,85.02,False,True
Cc1cc(C(=O)OCCOc2cc(Cl)cc(Cl)c2)cc2[nH]nnc12,366.2,3.81,1,5,3,77.1,5,0.55,0,2.59,False,True,False,-5.87,0.43,-4.9,0.87,121.79,108.21,0.96,103.48,True,True
O=[N+]([O-])c1ccc2c(NCCc3cc4ccccc4o3)nccc2c1,333.35,4.54,1,5,4,81.2,5,0.43,0,2.33,False,True,False,-6.13,0.91,-4.78,0.94,90.47,85.06,0.97,104.66,True,True
Cc1cc(COC(=O)CCSc2ccc(C)c(C)c2)c(C)nn1,330.45,3.94,0,5,2,52.08,6,0.59,0,2.46,False,False,False,-3.73,0.7,-4.72,0.99,117.16,95.42,0.99,92.9,False,True
CC1(C)OCC(O)(COC(=O)c2cscc2C2CCCC2)CO1,340.44,3.08,1,6,1,64.99,4,0.85,0,3.27,False,False,False,-3.74,0.3,-4.56,0.94,104.47,84.0,0.96,91.28,False,True
CCS(=O)(=O)NCCNC(=O)c1ccoc1-c1ccccc1,322.39,1.62,2,4,2,88.41,7,0.76,0,2.31,False,True,False,-3.25,0.42,-4.69,0.94,48.21,30.75,0.92,74.41,True,True
O=C(CC1CC(F)(F)C1)OCc1oc2ccccc2c1Br,359.17,4.67,0,3,2,39.44,4,0.74,0,2.84,False,False,False,-5.39,0.35,-4.36,0.98,85.92,72.53,0.98,97.19,False,True
O=C(NCc1nnc(CO)s1)NC(=O)c1c(F)cccc1F,328.3,0.95,3,6,2,104.21,4,0.77,0,2.5,False,False,False,-2.64,0.03,-4.96,0.85,37.34,20.69,0.76,67.33,False,True
